"","c...106.079272..35.032347.....106.068962..35.027495.....106.538399..35.192296..."
"9160","-105.376944, 34.996055"
"9161","-105.376944, 34.996055"
"9162","-105.366777, 34.996305"
"9163","-105.376944, 35.996055"
"9164","-105.376944, 34.996055"
"9165","-106.311666, 34.99"
"9166","-103.290533, 32.694613"
"9167","-103.28683, 32.696516"
"9168","-105.932214, 35.989108"
"9169","-105.932214, 35.989108"
"9170","-104.443, 32.176916"
"9171","-105.545396, 33.356187"
"9172","-107.489614, 36.996406"
"9173","-104.277, 32.438277"
"9174","-103.754055, 32.966222"
"9175","-103.825472, 32.915694"
"9176","-104.263944, 32.426166"
"9177","-105.88203, 35.71525"
"9178","-107.198977, 32.240122"
"9179","-106.892752, 32.471441"
"9180","-106.919988, 32.491916"
"9181","-105.993, 36.646583"
"9182","-107.640556, 35.331389"
"9183","-106.764111, 34.6095"
"9184","-106.200527, 35.127694"
"9185","-106.654417, 33.818278"
"9186","-106.654417, 33.818278"
"9187","-106.654361, 32.822167"
"9188","-106.654083, 33.818222"
"9189","-106.654083, 33.818222"
"9190","-106.654083, 33.818222"
"9191","-106.654083, 33.818222"
"9192","-106.664667, 33.8225"
"9193","-106.650743, 31.984989"
"9194","-103.580722, 32.726138"
"9195","-103.532805, 32.756027"
"9196","-107.137638, 33.621277"
"9197","-104.459122, 33.217316"
"9198","-104.45858, 33.21738"
"9199","-104.459122, 33.217316"
"9200","-105.568703, 36.519164"
"9201","-105.568703, 36.519164"
"9202","-105.568703, 36.519164"
"9203","-105.594508, 36.582969"
"9204","-106.733384, 34.59698"
"9205","-105.408838, 36.68539"
"9206","-106.897027, 34.255"
"9207","-105.3875, 36.689"
"9208","-105.385805, 36.684861"
"9209","-105.3875, 36.689"
"9210","-105.694449, 35.687539"
"9211","-105.693823, 35.686838"
"9212","-105.693823, 35.686838"
"9213","-105.693823, 35.686838"
"9214","-105.665973, 35.829618"
"9215","-105.664495, 35.829724"
"9216","-105.663739, 35.812308"
"9217","-106.19049, 36.35213"
"9218","-106.174035, 36.33436"
"9219","-106.170398, 36.335145"
"9220","-105.930631, 35.632643"
"9221","-103.126833, 36.43811"
"9222","-106.053833, 33.111638"
"9223","-108.17125, 32.735796"
"9224","-106.190527, 36.35225"
"9225","-105.92507, 35.98198"
"9226","-105.92477, 35.98203"
"9227","-105.93011, 35.98546"
"9228","-105.93011, 35.98546"
"9229","-105.016277, 36.89825"
"9230","-105.652608, 33.401113"
"9231","-104.392361, 32.8795"
"9232","-105.960972, 35.684611"
"9233","-105.960972, 35.71731"
"9234","-106.05396, 36.25875"
"9235","-107.04642, 36.31184"
"9236","-106.950974, 36.200272"
"9237","-106.071916, 35.943277"
"9238","-106.039, 35.977027"
"9239","-103.231461, 34.406883"
"9240","-103.248786, 34.411723"
"9241","-106.81188, 32.301452"
"9242","-106.709234, 32.431129"
"9243","-106.632861, 32.293972"
"9244","-104.568194, 33.347094"
"9245","-104.568849, 33.346875"
"9246","-106.05185, 36.26851"
"9247","-103.580733, 32.726062"
"9248","-108.203888, 36.740555"
"9249","-103.087347, 34.426855"
"9250","-103.756361, 32.858944"
"9251","-106.810222, 35.061167"
"9252","-106.91402, 36.12582"
"9253","-106.721571, 32.35"
"9254","-106.724623, 32.308478"
"9255","-106.753175, 32.326333"
"9256","-106.737206, 32.298597"
"9257","-108.610858, 32.965592"
"9258","-106.931725, 32.498044"
"9259","-106.931725, 32.498044"
"9260","-105.917854, 35.627866"
"9261","-105.107023, 35.18799"
"9262","-106.323572, 34.997707"
"9263","-106.323572, 34.983818"
"9264","-106.704139, 34.655111"
"9265","-104.641133, 33.95333"
"9266","-104.641095, 33.952922"
"9267","-104.640752, 33.953208"
"9268","-104.640756, 33.953211"
"9269","-104.640756, 33.953211"
"9270","-106.788849, 32.349233"
"9271","-106.788653, 32.359204"
"9272","-106.745361, 32.237944"
"9273","-105.646478, 32.957836"
"9274","-106.78633, 32.333679"
"9275","-106.823188, 32.320685"
"9276","-108.532417, 33.882639"
"9277","-108.528083, 33.884528"
"9278","-103.328572, 35.107555"
"9279","-105.817833, 32.943472"
"9280","-105.929944, 32.848416"
"9281","-105.780555, 32.954944"
"9282","-105.303944, 36.449528"
"9283","-105.270754, 36.930304"
"9284","-105.663639, 33.445667"
"9285","-106.656042, 31.997676"
"9286","-106.627158, 31.99878"
"9287","-105.497638, 35.415888"
"9288","-105.3775, 36.028083"
"9289","-106.75037, 36.65319"
"9290","-106.75021, 36.65327"
"9291","-106.101105, 35.58281"
"9292","-105.890159, 35.717863"
"9293","-105.665707, 36.379496"
"9294","-103.35453, 32.713011"
"9295","-103.359438, 32.718288"
"9296","-103.35463, 32.712819"
"9297","-103.354111, 32.71325"
"9298","-103.354388, 32.71325"
"9299","-105.736069, 36.475133"
"9300","-105.706083, 33.551694"
"9301","-105.708333, 33.557305"
"9302","-105.563628, 33.348072"
"9303","-106.49315, 35.317433"
"9304","-106.493139, 35.317417"
"9305","-106.49283, 35.317241"
"9306","-106.492666, 35.317105"
"9307","-106.492666, 35.317105"
"9308","-105.689861, 33.499"
"9309","-105.689861, 33.499"
"9310","-105.689861, 33.499"
"9311","-105.689861, 33.499"
"9312","-105.976354, 36.145856"
"9313","-105.976354, 36.145856"
"9314","-103.156666, 34.237852"
"9315","-104.702555, 36.007472"
"9316","-104.705964, 36.010605"
"9317","-105.689861, 33.498388"
"9318","-105.671028, 33.442417"
"9319","-105.675888, 33.442416"
"9320","-105.669944, 33.443361"
"9321","-105.669916, 33.443361"
"9322","-105.669888, 33.443361"
"9323","-106.754722, 32.254722"
"9324","-106.754722, 32.254444"
"9325","-106.755, 32.254917"
"9326","-106.755, 32.254917"
"9327","-106.755, 32.254917"
"9328","-103.712372, 33.3918"
"9329","-103.712361, 33.391761"
"9330","-103.712389, 33.391778"
"9331","-103.712389, 33.391778"
"9332","-105.6445, 33.351611"
"9333","-105.974333, 35.855055"
"9334","-105.974333, 35.855055"
"9335","-103.165883, 34.240094"
"9336","-103.165936, 34.232858"
"9337","-103.116669, 34.316672"
"9338","-106.419196, 36.501017"
"9339","-106.419196, 36.501017"
"9340","-103.104291, 34.306477"
"9341","-103.095497, 34.306458"
"9342","-105.587194, 36.385722"
"9343","-105.587372, 36.38622"
"9344","-106.736986, 34.654497"
"9345","-106.737058, 34.654663"
"9346","-106.8855, 34.354611"
"9347","-106.8855, 34.354611"
"9348","-106.885, 34.353055"
"9349","-106.477127, 35.325963"
"9350","-106.456675, 35.31918"
"9351","-106.456675, 35.31918"
"9352","-104.361413, 33.088072"
"9353","-104.361838, 33.087827"
"9354","-105.008944, 35.917083"
"9355","-103.627208, 34.433416"
"9356","-104.401236, 34.612941"
"9357","-104.401138, 34.612808"
"9358","-104.365033, 32.999849"
"9359","-104.49498, 33.415597"
"9360","-104.409833, 32.882527"
"9361","-105.637722, 33.31075"
"9362","-105.637722, 33.31075"
"9363","-105.637722, 33.31075"
"9364","-105.220333, 33.370222"
"9365","-105.220888, 33.370083"
"9366","-105.219916, 33.37025"
"9367","-105.671388, 33.426694"
"9368","-105.638836, 33.310687"
"9369","-105.638333, 33.309805"
"9370","-105.665611, 33.448111"
"9371","-105.611277, 32.93275"
"9372","-105.611138, 32.93275"
"9373","-105.612638, 32.933527"
"9374","-105.61525, 32.930472"
"9375","-105.610972, 32.932138"
"9376","-105.644027, 33.379944"
"9377","-105.644027, 33.379944"
"9378","-106.620858, 35.091712"
"9379","-105.669388, 33.386388"
"9380","-105.627138, 33.324861"
"9381","-105.654333, 33.346277"
"9382","-105.657361, 33.3095"
"9383","-105.725555, 33.335694"
"9384","-105.725861, 33.335527"
"9385","-105.644388, 33.34775"
"9386","-106.702177, 35.263044"
"9387","-106.732227, 35.273919"
"9388","-106.732244, 35.273302"
"9389","-106.785308, 35.322905"
"9390","-106.662825, 35.273005"
"9391","-106.592661, 35.320913"
"9392","-106.600052, 35.343213"
"9393","-106.600347, 35.34305"
"9394","-106.803222, 35.274619"
"9395","-106.624975, 35.348813"
"9396","-106.665652, 35.355361"
"9397","-106.664966, 35.355891"
"9398","-106.701472, 35.361745"
"9399","-106.697905, 35.358136"
"9400","-106.637922, 35.278297"
"9401","-106.637922, 35.278297"
"9402","-105.681055, 36.138277"
"9403","-105.658848, 36.121776"
"9404","-103.316483, 34.410677"
"9405","-105.281019, 35.653105"
"9406","-105.866297, 35.595895"
"9407","-105.920361, 35.626916"
"9408","-105.619361, 33.405"
"9409","-105.619361, 33.405"
"9410","-104.941722, 36.501722"
"9411","-104.915111, 36.507472"
"9412","-104.913972, 36.516583"
"9413","-105.917361, 35.624428"
"9414","-105.917361, 35.624428"
"9415","-105.507166, 33.318083"
"9416","-105.504583, 33.321805"
"9417","-105.504583, 33.321805"
"9418","-105.503416, 33.319305"
"9419","-105.507138, 33.319166"
"9420","-105.5075, 33.319111"
"9421","-105.5075, 33.319111"
"9422","-105.507638, 33.319166"
"9423","-105.507638, 33.319166"
"9424","-105.507638, 33.319166"
"9425","-103.580055, 34.217994"
"9426","-103.579144, 34.215205"
"9427","-105.571027, 36.380055"
"9428","-105.573666, 36.382861"
"9429","-105.585287, 36.53372"
"9430","-105.58399, 36.536662"
"9431","-105.584057, 36.53664"
"9432","-105.591011, 36.410164"
"9433","-106.17425, 35.052555"
"9434","-105.61075, 36.087"
"9435","-106.657416, 34.979055"
"9436","-106.723388, 35.022283"
"9437","-106.723388, 35.022283"
"9438","-105.974333, 35.855055"
"9439","-106.859277, 35.022611"
"9440","-106.859277, 35.022611"
"9441","-106.063138, 35.872305"
"9442","-106.231055, 34.887583"
"9443","-106.062861, 35.872194"
"9444","-105.414791, 35.714899"
"9445","-105.414791, 35.714899"
"9446","-105.414791, 35.714899"
"9447","-105.414041, 35.714315"
"9448","-108.643194, 35.535555"
"9449","-108.643194, 35.535555"
"9450","-108.642133, 35.536016"
"9451","-108.641805, 35.536055"
"9452","-108.642111, 35.535888"
"9453","-106.019933, 34.969216"
"9454","-108.219277, 35.405361"
"9455","-108.24731, 35.4222"
"9456","-103.302419, 32.7149"
"9457","-103.301444, 32.714194"
"9458","-103.268127, 32.714188"
"9459","-105.924806, 32.729111"
"9460","-105.730389, 32.621389"
"9461","-105.73, 32.621389"
"9462","-105.686833, 32.662694"
"9463","-105.690746, 32.629923"
"9464","-103.938388, 32.490805"
"9465","-103.945, 32.502722"
"9466","-105.880391, 35.710127"
"9467","-106.334583, 35.573666"
"9468","-105.568583, 33.348361"
"9469","-103.314916, 32.936611"
"9470","-103.314916, 32.936611"
"9471","-103.314916, 32.936611"
"9472","-103.314972, 32.936388"
"9473","-106.376333, 35.104305"
"9474","-106.669285, 35.261545"
"9475","-103.104394, 34.299241"
"9476","-106.148697, 34.980916"
"9477","-106.139938, 34.980583"
"9478","-106.120888, 34.97833"
"9479","-107.979555, 35.252988"
"9480","-107.976638, 35.2485"
"9481","-107.986447, 35.250813"
"9482","-105.69, 33.379166"
"9483","-106.098305, 32.399083"
"9484","-106.098305, 32.399083"
"9485","-108.290943, 36.75603"
"9486","-106.149361, 32.403333"
"9487","-106.034055, 32.844333"
"9488","-105.034055, 32.844333"
"9489","-105.882105, 35.715241"
"9490","-108.235889, 35.425778"
"9491","-108.235928, 35.425869"
"9492","-105.672563, 36.681995"
"9493","-105.517144, 36.681945"
"9494","-106.838829, 36.232189"
"9495","-105.312896, 35.275242"
"9496","-105.31384, 35.274881"
"9497","-106.077745, 35.672057"
"9498","-107.225172, 33.307491"
"9499","-105.684406, 35.769614"
"9500","-105.794278, 32.693189"
"9501","-105.703684, 35.774836"
"9502","-105.668638, 33.423194"
"9503","-105.668638, 33.423194"
"9504","-106.92334, 32.480576"
"9505","-106.003888, 36.141611"
"9506","-103.259799, 34.404281"
"9507","-103.260353, 34.403789"
"9508","-105.56376, 36.39061"
"9509","-105.563954, 36.391638"
"9510","-105.959605, 35.3876"
"9511","-105.90202, 35.810944"
"9512","-108.348361, 35.046166"
"9513","-105.839686, 35.72753"
"9514","-105.839686, 35.72753"
"9515","-105.839686, 35.72753"
"9516","-105.839686, 35.72753"
"9517","-108.354055, 35.035472"
"9518","-105.839658, 35.72778"
"9519","-105.680372, 35.649467"
"9520","-105.234343, 36.175229"
"9521","-105.235038, 36.175118"
"9522","-107.933055, 36.724166"
"9523","-105.856915, 36.008275"
"9524","-105.858555, 36.010095"
"9525","-105.856915, 36.008275"
"9526","-106.662825, 35.273005"
"9527","-106.21839, 35.104217"
"9528","-106.662825, 35.273283"
"9529","-104.375873, 36.983828"
"9530","-104.666436, 36.642782"
"9531","-104.509711, 36.748666"
"9532","-104.440125, 36.859331"
"9533","-106.242611, 35.127222"
"9534","-106.225527, 35.105777"
"9535","-106.271638, 35.070111"
"9536","-106.374722, 35.089152"
"9537","-106.693972, 34.950722"
"9538","-106.778888, 34.418083"
"9539","-106.362557, 35.215919"
"9540","-106.360221, 35.216761"
"9541","-106.360221, 35.216761"
"9542","-104.978611, 36.435388"
"9543","-104.979169, 36.435424"
"9544","-106.392777, 35.070861"
"9545","-105.280481, 36.408726"
"9546","-105.61525, 32.930416"
"9547","-105.641027, 33.376444"
"9548","-105.646416, 33.37375"
"9549","-105.690611, 33.62525"
"9550","-105.672527, 33.327638"
"9551","-105.627055, 33.324916"
"9552","-105.646472, 33.373972"
"9553","-105.635166, 33.317444"
"9554","-105.635805, 33.312"
"9555","-107.789987, 32.246526"
"9556","-105.725972, 33.336416"
"9557","-105.658611, 33.345833"
"9558","-103.319041, 34.40765"
"9559","-105.668388, 35.010294"
"9560","-106.05692, 36.01595"
"9561","-106.536719, 35.302655"
"9562","108.188686, 33.03547"
"9563","-105.279916, 33.399555"
"9564","-106.231943, 35.826664"
"9565","-106.267498, 35.845913"
"9566","-106.336, 35.876968"
"9567","-106.341834, 35.867579"
"9568","-106.279277, 35.858441"
"9569","-106.337028, 35.891524"
"9570","-106.325556, 35.892218"
"9571","-106.243054, 35.863219"
"9572","-106.235665, 35.827081"
"9573","-106.276582, 35.845775"
"9574","-106.222414, 35.870302"
"9575","-106.249693, 35.874913"
"9576","-106.307333, 35.900218"
"9577","-106.320195, 35.890357"
"9578","-106.329278, 35.882607"
"9579","-106.321306, 35.883274"
"9580","-106.321306, 35.883274"
"9581","-106.339167, 35.865885"
"9582","-106.325556, 35.892218"
"9583","-106.253193, 35.910885"
"9584","-106.28536, 35.739638"
"9585","-106.297666, 35.904135"
"9586","-106.297666, 35.904135"
"9587","-105.253314, 35.522794"
"9588","-107.789825, 32.24657"
"9589","-106.294411, 34.936708"
"9590","-106.294322, 35.936836"
"9591","-105.991129, 33.082056"
"9592","-106.587388, 35.804305"
"9593","-106.587388, 35.804305"
"9594","-106.587388, 35.804305"
"9595","-105.392472, 36.15525"
"9596","-106.378772, 35.120278"
"9597","-105.914853, 35.981413"
"9598","-108.048525, 32.802008"
"9599","-103.905798, 34.645366"
"9600","-107.976376, 32.592085"
"9601","-105.556817, 36.376721"
"9602","-105.593176, 36.52808"
"9603","-105.593176, 36.52808"
"9604","-105.918646, 32.863374"
"9605","-106.560277, 36.74975"
"9606","-106.528055, 35.193758"
"9607","-105.574916, 36.412222"
"9608","-105.438777, 36.582388"
"9609","-105.43865, 36.571983"
"9610","-105.723872, 34.188161"
"9611","-106.194141, 35.085188"
"9612","-105.864055, 35.546055"
"9613","-107.63836, 31.826134"
"9614","-106.691916, 35.21115"
"9615","-108.297153, 32.771597"
"9616","-108.248584, 32.824401"
"9617","-108.248584, 32.824401"
"9618","-104.98242, 35.78761"
"9619","-104.98038, 35.79042"
"9620","-105.863388, 35.547194"
"9621","-105.863916, 35.546111"
"9622","-108.592138, 34.261416"
"9623","-108.592388, 34.262805"
"9624","-107.644027, 35.330972"
"9625","-108.497611, 34.345416"
"9626","-104.412222, 32.883944"
"9627","-104.412222, 32.883944"
"9628","-104.412222, 32.883944"
"9629","-107.97447, 36.71873"
"9630","-104.412305, 32.882444"
"9631","-106.038994, 35.991885"
"9632","-106.038994, 35.991885"
"9633","-105.408472, 35.808111"
"9634","-105.407888, 35.806333"
"9635","-105.40125, 35.830666"
"9636","-105.402013, 35.830813"
"9637","-105.410333, 35.816138"
"9638","-106.919138, 34.067472"
"9639","-106.940888, 34.078111"
"9640","-106.940888, 34.078111"
"9641","-105.714444, 36.138805"
"9642","-105.309231, 36.401087"
"9643","-105.309759, 36.401448"
"9644","-105.309759, 36.401448"
"9645","-104.37625, 32.175972"
"9646","-105.891159, 35.8215"
"9647","-105.891159, 35.8215"
"9648","-105.891159, 35.823944"
"9649","-104.251805, 32.202333"
"9650","-105.59501, 36.469942"
"9651","-105.59501, 36.469942"
"9652","-106.298319, 34.722616"
"9653","-106.303236, 34.719766"
"9654","-106.061633, 35.564867"
"9655","-105.565027, 36.408888"
"9656","-105.565027, 36.408888"
"9657","-103.126063, 34.2831"
"9658","-103.12185, 34.284636"
"9659","-103.106744, 34.288377"
"9660","-103.110377, 34.281252"
"9661","-103.095502, 34.291841"
"9662","-103.094672, 34.288041"
"9663","-103.259776, 34.404017"
"9664","-103.288244, 34.22215"
"9665","-108.099248, 32.783326"
"9666","-108.099321, 32.788852"
"9667","-108.048251, 32.803558"
"9668","-108.083885, 32.80369"
"9669","-108.064293, 32.806344"
"9670","-108.048251, 32.801865"
"9671","-108.048251, 32.801865"
"9672","-106.778972, 32.209583"
"9673","-105.939167, 32.95133"
"9674","-108.761388, 35.239722"
"9675","-107.916389, 36.900833"
"9676","-108.652944, 35.528245"
"9677","-108.440631, 35.453914"
"9678","-108.087222, 35.414306"
"9679","-107.983944, 35.279"
"9680","-107.908277, 35.203694"
"9681","-107.915444, 35.203722"
"9682","-107.888694, 35.234278"
"9683","-106.615737, 32.29094"
"9684","-106.637696, 32.301091"
"9685","-106.610212, 32.420894"
"9686","-105.680583, 32.905805"
"9687","-106.710444, 34.774917"
"9688","-106.110384, 36.045411"
"9689","-106.110829, 36.043411"
"9690","-106.110829, 36.043411"
"9691","-106.711139, 34.775639"
"9692","-106.121243, 35.570576"
"9693","-104.379833, 32.636916"
"9694","-104.381222, 32.639083"
"9695","-106.774111, 34.44725"
"9696","-108.050462, 36.705607"
"9697","-106.773083, 34.446422"
"9698","-106.773488, 34.447077"
"9699","-108.087905, 36.712602"
"9700","-108.00639, 36.68262"
"9701","-107.664202, 35.483877"
"9702","-107.673888, 35.489722"
"9703","-106.708588, 34.957652"
"9704","-106.657194, 35.878111"
"9705","-106.654805, 35.882583"
"9706","-106.654805, 35.882583"
"9707","-106.654805, 35.882583"
"9708","-106.657027, 35.877833"
"9709","-105.117611, 36.484083"
"9710","-107.863083, 34.145305"
"9711","-107.850777, 34.146055"
"9712","-106.469759, 36.338387"
"9713","-106.69016, 36.67037"
"9714","-106.66067, 36.70048"
"9715","-106.825833, 36.231277"
"9716","-106.825833, 36.231277"
"9717","-106.001216, 35.618726"
"9718","-106.059028, 35.583444"
"9719","-106.059167, 35.583444"
"9720","-103.7807, 32.502819"
"9721","-103.777238, 32.503569"
"9722","-105.25439, 36.137722"
"9723","-105.252833, 35.910277"
"9724","-106.921684, 32.48882"
"9725","-107.648922, 32.3476"
"9726","-107.648921, 33.347599"
"9727","-105.593428, 36.384248"
"9728","-105.601916, 36.524277"
"9729","-105.59775, 36.355055"
"9730","-105.598833, 36.355055"
"9731","-105.598833, 36.355055"
"9732","-105.598833, 36.355055"
"9733","-105.047222, 36.467916"
"9734","-105.702156, 35.772975"
"9735","-105.701184, 35.770753"
"9736","-105.662833, 32.956861"
"9737","-106.786257, 32.37079"
"9738","-105.665749, 32.963388"
"9739","-105.662833, 32.956861"
"9740","-106.657194, 35.882583"
"9741","-106.737912, 35.655656"
"9742","-106.737883, 35.657433"
"9743","-106.737883, 35.657433"
"9744","-106.737883, 35.657433"
"9745","-108.488241, 34.136161"
"9746","-106.839727, 32.260091"
"9747","-108.857583, 32.680375"
"9748","-106.816608, 32.310047"
"9749","-108.761255, 33.707941"
"9750","-107.077538, 32.660802"
"9751","-108.192866, 32.776722"
"9752","-108.005716, 32.911363"
"9753","-107.209266, 33.225944"
"9754","-106.817748, 32.310538"
"9755","-106.81771, 32.310947"
"9756","-107.979668, 32.495087"
"9757","-108.22773, 32.206795"
"9758","-108.245755, 32.202516"
"9759","-108.245752, 32.202516"
"9760","-108.245755, 32.202516"
"9761","-108.248595, 32.202634"
"9762","-108.124388, 32.225275"
"9763","-108.124388, 32.225275"
"9764","-108.124388, 32.225275"
"9765","-105.390188, 33.491583"
"9766","-107.751576, 32.202417"
"9767","-106.726855, 32.266695"
"9768","-105.967083, 32.861111"
"9769","-105.958833, 32.858861"
"9770","-105.944222, 32.898305"
"9771","-105.668416, 33.413611"
"9772","-105.668416, 33.413611"
"9773","-105.668361, 33.413583"
"9774","-106.533277, 34.8061"
"9775","-105.56612, 36.532831"
"9776","-105.571953, 36.530053"
"9777","-106.585806, 35.178371"
"9778","-105.678044, 35.610893"
"9779","-104.412361, 32.879888"
"9780","-104.413983, 32.90185"
"9781","-108.104793, 36.800003"
"9782","-108.198962, 36.707225"
"9783","-107.37, 35.172222"
"9784","-105.40125, 35.830638"
"9785","-105.978861, 33.087555"
"9786","-106.786108, 32.364171"
"9787","-105.6425, 32.7805"
"9788","-106.586375, 35.174875"
"9789","-106.586388, 35.174944"
"9790","-108.592388, 34.262805"
"9791","-105.655345, 36.374358"
"9792","-105.655345, 36.374358"
"9793","-105.655401, 36.374441"
"9794","-105.655345, 36.374358"
"9795","-105.571781, 36.371917"
"9796","-105.5719, 36.372053"
"9797","-105.606189, 33.529294"
"9798","-105.679594, 33.406925"
"9799","-105.676192, 33.406328"
"9800","-105.679594, 33.406925"
"9801","-105.680477, 33.4087"
"9802","-105.680477, 33.4087"
"9803","-106.65634, 34.795157"
"9804","-106.516722, 34.422806"
"9805","-106.516722, 34.422806"
"9806","-103.274281, 32.629709"
"9807","-103.274146, 32.629691"
"9808","-103.265472, 32.623138"
"9809","-107.976833, 36.835778"
"9810","-107.976833, 36.835778"
"9811","-107.976833, 36.835778"
"9812","-105.280747, 35.658827"
"9813","-105.282111, 35.653277"
"9814","-105.2821, 35.653247"
"9815","-105.56612, 36.532831"
"9816","-105.571953, 36.530053"
"9817","-105.57139, 36.530027"
"9818","-105.997472, 33.534775"
"9819","-104.354638, 32.569777"
"9820","-104.373816, 34.613488"
"9821","-104.391563, 34.614483"
"9822","-103.352027, 34.259305"
"9823","-106.610888, 32.026611"
"9824","-106.610888, 32.026611"
"9825","-105.357457, 35.920479"
"9826","-105.932444, 32.979055"
"9827","-105.794277, 32.693188"
"9828","-105.790616, 32.693044"
"9829","-106.694027, 34.819583"
"9830","-103.102491, 35.175561"
"9831","-103.103244, 35.175977"
"9832","-103.104013, 35.175955"
"9833","-106.425311, 32.050455"
"9834","-106.244475, 34.519341"
"9835","-105.671527, 33.424527"
"9836","-105.943183, 32.959297"
"9837","-105.675361, 33.350555"
"9838","-103.315469, 34.436211"
"9839","-108.312351, 35.421839"
"9840","-108.312351, 35.421839"
"9841","-108.312305, 35.3885"
"9842","-103.104013, 35.175955"
"9843","-106.780416, 34.724916"
"9844","-106.730719, 34.713172"
"9845","-106.0771, 35.69558"
"9846","-106.07951, 35.6962"
"9847","-108.76868, 35.54315"
"9848","-104.256972, 32.405266"
"9849","-104.258166, 32.4045"
"9850","-105.679694, 33.406972"
"9851","-105.948416, 35.637638"
"9852","-105.475467, 35.394277"
"9853","-106.747002, 34.758811"
"9854","-106.044638, 36.093694"
"9855","-105.580944, 36.391722"
"9856","-107.974071, 32.588453"
"9857","-104.520297, 33.333958"
"9858","-109.0002, 32.691912"
"9859","-109.0002, 32.691869"
"9860","-107.935995, 32.816445"
"9861","-107.409701, 32.238834"
"9862","-107.410007, 32.238896"
"9863","-107.409701, 32.238834"
"9864","-108.076684, 32.229684"
"9865","-105.595083, 36.467305"
"9866","-105.595083, 36.467305"
"9867","-106.005805, 35.64835"
"9868","-104.879887, 35.86504"
"9869","-104.879887, 35.86504"
"9870","-106.873138, 33.87025"
"9871","-106.688861, 34.798583"
"9872","-106.560277, 36.74975"
"9873","-103.756611, 32.859111"
"9874","-108.13454, 36.81298"
"9875","-106.884722, 34.353222"
"9876","-106.846333, 34.34375"
"9877","-106.377861, 35.117277"
"9878","-104.715838, 34.949655"
"9879","-103.319122, 34.410861"
"9880","-103.319122, 34.410861"
"9881","-103.319205, 34.410869"
"9882","-105.397888, 32.618138"
"9883","-103.202266, 32.106827"
"9884","-103.205972, 32.119527"
"9885","-103.194222, 32.112111"
"9886","-103.756583, 32.859138"
"9887","-103.756611, 32.859111"
"9888","-103.756555, 32.859083"
"9889","-103.756611, 32.859111"
"9890","-105.984027, 32.97725"
"9891","-106.439777, 36.7445"
"9892","-105.310583, 36.450305"
"9893","-105.196305, 36.772138"
"9894","-105.190027, 36.770333"
"9895","-107.51568, 35.084322"
"9896","-106.780277, 34.435861"
"9897","-104.379861, 32.636861"
"9898","-105.222361, 36.395361"
"9899","-105.96178, 36.207972"
"9900","-105.96178, 36.207972"
"9901","-105.7045, 32.951361"
"9902","-109.024583, 34.088"
"9903","-103.248786, 34.411722"
"9904","-103.126107, 34.274044"
"9905","-103.132723, 34.27385"
"9906","-106.18218, 32.079886"
"9907","-106.795684, 34.654666"
"9908","-105.244893, 36.944747"
"9909","-105.244893, 36.944747"
"9910","-106.589416, 35.305335"
"9911","-105.117611, 36.484083"
"9912","-106.557805, 31.791305"
"9913","-106.02575, 35.89182"
"9914","-106.764222, 34.609527"
"9915","-106.525744, 35.176938"
"9916","-106.525727, 37.176994"
"9917","-105.70912, 35.5704"
"9918","-106.032277, 35.623833"
"9919","-105.833944, 35.742194"
"9920","-105.833944, 35.742194"
"9921","-105.835888, 35.736277"
"9922","-105.612222, 33.566277"
"9923","-106.169818, 36.335127"
"9924","-106.187389, 36.33133"
"9925","-106.394861, 35.896028"
"9926","-106.394778, 35.89575"
"9927","-106.39475, 35.896"
"9928","-105.813333, 32.789722"
"9929","-105.818917, 32.790139"
"9930","-105.818944, 32.790167"
"9931","-105.8195, 32.789722"
"9932","-106.70995, 35.042717"
"9933","-106.302375, 34.756258"
"9934","-106.656042, 31.997676"
"9935","-108.425056, 35.488833"
"9936","-107.9755, 35.261056"
"9937","-106.031347, 34.595966"
"9938","-105.844165, 35.589598"
"9939","-108.02304, 36.82697"
"9940","-108.012222, 36.835556"
"9941","-108.012222, 36.835556"
"9942","-107.963833, 36.693027"
"9943","-109.003889, 35.396667"
"9944","-108.12, 36.770833"
"9945","-108.120833, 36.770278"
"9946","-106.620852, 36.167077"
"9947","-106.620852, 36.167077"
"9948","-106.05196, 36.26852"
"9949","-106.789972, 34.6545"
"9950","-106.7845, 34.7205"
"9951","-106.810972, 34.651555"
"9952","-105.253277, 35.522682"
"9953","-106.039, 35.977138"
"9954","-106.039, 35.977027"
"9955","-106.481444, 35.208306"
"9956","-106.481444, 35.208306"
"9957","-106.654579, 35.681446"
"9958","-106.48475, 35.208"
"9959","-108.421261, 32.202273"
"9960","-108.421261, 32.202273"
"9961","-108.423984, 32.2011"
"9962","-108.076684, 32.229685"
"9963","-107.409736, 32.23891"
"9964","-107.409701, 32.238834"
"9965","-106.705, 34.780772"
"9966","-106.320611, 35.104192"
"9967","-106.31928, 35.099044"
"9968","-106.319316, 35.099044"
"9969","-108.665877, 35.54669"
"9970","-108.666111, 35.548611"
"9971","-108.666388, 35.548611"
"9972","-108.666429, 35.548615"
"9973","-108.666429, 35.548615"
"9974","-107.976833, 36.835778"
"9975","-106.701742, 32.195083"
"9976","-106.698193, 32.194447"
"9977","-106.698193, 32.194447"
"9978","-106.695416, 32.194447"
"9979","-106.452555, 35.315186"
"9980","-106.613667, 35.08525"
"9981","-106.62575, 35.083778"
"9982","-106.618041, 35.0841"
